,LogName,RuleName,UtcTime,ProcessGuid,ProcessId,QueryName,QueryStatus,QueryResults,Image,User,EventType,TargetObject,Details,FileVersion,Description,Product,Company,OriginalFileName,CommandLine,CurrentDirectory,LogonGuid,LogonId,TerminalSessionId,IntegrityLevel,Hashes,ParentProcessGuid,ParentProcessId,ParentCommandLine,ParentUser,TargetFilename,CreationUtcTime,Protocol,Initiated,SourceIp,SourceHostname,SourcePort,SourcePortName,DestinationIp,DestinationHostname,DestinationPort,DestinationPortName
44," Process Create:
",-,2022-10-24 17:24:38.855,{fb91fd7c-ca56-6356-0400-000000000d00},312,,,,C:\Windows\System32\autochk.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1 (WinBuild.160101.0800),Auto Check Utility,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,AutoChk.Exe,\??\C:\Windows\system32\autochk.exe /q /v *,C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,0,System,"MD5=990D01F2A6D10A33C382191A24BBAAAF,SHA256=644417B839762A3325920A87C3D955CA974A4EC1D6F008216910267435921255,IMPHASH=262DAC4DB20D08B06C59A7F5DBE43E61",{fb91fd7c-ca55-6356-0300-000000000d00},284,\SystemRoot\System32\smss.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
45," Process Create:
",-,2022-10-24 17:24:39.251,{fb91fd7c-ca57-6356-0500-000000000d00},368,,,,C:\Windows\System32\smss.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1131 (WinBuild.160101.0800),Windows Session Manager,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,smss.exe,\SystemRoot\System32\smss.exe 00000080 00000084,C:\Windows\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,0,System,"MD5=38E6700BAA0E5484D2E00EC980FDD2E0,SHA256=B6E357B520478920810317B363AA539595D386BC5EF3D5CF9581F325026BA397,IMPHASH=BC32B6662261DE8469D6EB034C62A6A5",{fb91fd7c-ca55-6356-0300-000000000d00},284,\SystemRoot\System32\smss.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
46," Process Create:
",-,2022-10-24 17:24:39.375,{fb91fd7c-ca57-6356-0600-000000000d00},376,,,,C:\Windows\System32\csrss.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1 (WinBuild.160101.0800),Client Server Runtime Process,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,CSRSS.Exe,"%%SystemRoot%%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,0,System,"MD5=7D64128BC1EECE41196858897596EBC8,SHA256=FB40ED0FFA6BC795923A941DAB6B7D6B43583D0F152A6DF4D8953D2C1A0CB417,IMPHASH=A96FA9912E09E361274AD77F1A4B252C",{fb91fd7c-ca57-6356-0500-000000000d00},368,\SystemRoot\System32\smss.exe 00000080 00000084,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
47," Process Create:
",-,2022-10-24 17:24:39.599,{fb91fd7c-ca57-6356-0700-000000000d00},444,,,,C:\Windows\System32\smss.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1131 (WinBuild.160101.0800),Windows Session Manager,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,smss.exe,\SystemRoot\System32\smss.exe 000000d8 00000084,C:\Windows\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,1,System,"MD5=38E6700BAA0E5484D2E00EC980FDD2E0,SHA256=B6E357B520478920810317B363AA539595D386BC5EF3D5CF9581F325026BA397,IMPHASH=BC32B6662261DE8469D6EB034C62A6A5",{fb91fd7c-ca55-6356-0300-000000000d00},284,\SystemRoot\System32\smss.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
48," Process Create:
",-,2022-10-24 17:24:39.605,{fb91fd7c-ca57-6356-0800-000000000d00},452,,,,C:\Windows\System32\wininit.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1 (WinBuild.160101.0800),Windows Start-Up Application,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,WinInit.exe,wininit.exe,C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,0,System,"MD5=4E20895E641F2C3E68AB3DB91A1A16F1,SHA256=13AD43EE6D19DFC9709C3106D796BC3F21791A564E443D042A5AA117F2680649,IMPHASH=C2F90ACB28AF147D0D0C3408B9EE38C5",{fb91fd7c-ca57-6356-0500-000000000d00},368,\SystemRoot\System32\smss.exe 00000080 00000084,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
49," Process Create:
",-,2022-10-24 17:24:39.618,{fb91fd7c-ca57-6356-0900-000000000d00},460,,,,C:\Windows\System32\csrss.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1 (WinBuild.160101.0800),Client Server Runtime Process,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,CSRSS.Exe,"%%SystemRoot%%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,1,System,"MD5=7D64128BC1EECE41196858897596EBC8,SHA256=FB40ED0FFA6BC795923A941DAB6B7D6B43583D0F152A6DF4D8953D2C1A0CB417,IMPHASH=A96FA9912E09E361274AD77F1A4B252C",{fb91fd7c-ca57-6356-0700-000000000d00},444,\SystemRoot\System32\smss.exe 000000d8 00000084,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
50," Process Create:
",-,2022-10-24 17:24:39.652,{fb91fd7c-ca57-6356-0a00-000000000d00},508,,,,C:\Windows\System32\winlogon.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1075 (WinBuild.160101.0800),Windows Logon Application,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,WINLOGON.EXE,winlogon.exe,C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,1,System,"MD5=E8B1A6B8C6EA5972C123A816DF237AF8,SHA256=290C8C4B387B669B3988938D0083AA4B210365FB0855EAE010F49062A9DDEB04,IMPHASH=A5F3EBEF8618DCA7C7ACCF623BABBB86",{fb91fd7c-ca57-6356-0700-000000000d00},444,\SystemRoot\System32\smss.exe 000000d8 00000084,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
51," Process Create:
",-,2022-10-24 17:24:39.799,{fb91fd7c-ca57-6356-0b00-000000000d00},572,,,,C:\Windows\System32\services.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1075 (WinBuild.160101.0800),Services and Controller app,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,services.exe,C:\Windows\system32\services.exe,C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,0,System,"MD5=DB896369FB58241ADF28515E3765C514,SHA256=A2E369DF26C88015FE1F97C7542D6023B5B1E4830C25F94819507EE5BCB1DFCC,IMPHASH=7D2820FC8CAF521DC2058168B480D204",{fb91fd7c-ca57-6356-0800-000000000d00},452,wininit.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
52," Process Create:
",-,2022-10-24 17:24:39.848,{fb91fd7c-ca57-6356-0c00-000000000d00},580,,,,C:\Windows\System32\lsass.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1 (WinBuild.160101.0800),Local Security Authority Process,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,lsass.exe,C:\Windows\system32\lsass.exe,C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,0,System,"MD5=568C5CBF9877F6B9E39D1E7CA0FF0A36,SHA256=BBC83E4759D4B82BAD31E371AD679AA414C72273BF97CEE5AED8337ED8A4D79F,IMPHASH=09FDE88C65E2BC5F1F90E96B673C52B1",{fb91fd7c-ca57-6356-0800-000000000d00},452,wininit.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
53," Registry value set:
",T1101,2022-10-24 17:24:39.956,{fb91fd7c-ca57-6356-0c00-000000000d00},580,,,,C:\Windows\system32\lsass.exe,NT AUTHORITY\SYSTEM,SetValue,HKLM\System\CurrentControlSet\Control\Lsa\LsaCfgFlagsDefault,DWORD (0x00000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,
54," Registry value set:
",T1101,2022-10-24 17:24:40.268,{fb91fd7c-ca57-6356-0c00-000000000d00},580,,,,C:\Windows\system32\lsass.exe,NT AUTHORITY\SYSTEM,SetValue,HKLM\System\CurrentControlSet\Control\Lsa\SspiCache\credssp.dll\Name,CREDSSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55," Registry value set:
",T1101,2022-10-24 17:24:40.268,{fb91fd7c-ca57-6356-0c00-000000000d00},580,,,,C:\Windows\system32\lsass.exe,NT AUTHORITY\SYSTEM,SetValue,HKLM\System\CurrentControlSet\Control\Lsa\SspiCache\credssp.dll\Comment,Microsoft CredSSP Security Provider,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56," Registry value set:
",T1101,2022-10-24 17:24:40.268,{fb91fd7c-ca57-6356-0c00-000000000d00},580,,,,C:\Windows\system32\lsass.exe,NT AUTHORITY\SYSTEM,SetValue,HKLM\System\CurrentControlSet\Control\Lsa\SspiCache\credssp.dll\Capabilities,DWORD (0x00810733),,,,,,,,,,,,,,,,,,,,,,,,,,,,
57," Registry value set:
",T1101,2022-10-24 17:24:40.268,{fb91fd7c-ca57-6356-0c00-000000000d00},580,,,,C:\Windows\system32\lsass.exe,NT AUTHORITY\SYSTEM,SetValue,HKLM\System\CurrentControlSet\Control\Lsa\SspiCache\credssp.dll\RpcId,DWORD (0x0000ffff),,,,,,,,,,,,,,,,,,,,,,,,,,,,
58," Registry value set:
",T1101,2022-10-24 17:24:40.268,{fb91fd7c-ca57-6356-0c00-000000000d00},580,,,,C:\Windows\system32\lsass.exe,NT AUTHORITY\SYSTEM,SetValue,HKLM\System\CurrentControlSet\Control\Lsa\SspiCache\credssp.dll\Version,DWORD (0x00000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,
59," Registry value set:
",T1101,2022-10-24 17:24:40.268,{fb91fd7c-ca57-6356-0c00-000000000d00},580,,,,C:\Windows\system32\lsass.exe,NT AUTHORITY\SYSTEM,SetValue,HKLM\System\CurrentControlSet\Control\Lsa\SspiCache\credssp.dll\TokenSize,DWORD (0x00011d48),,,,,,,,,,,,,,,,,,,,,,,,,,,,
60," Registry value set:
",T1101,2022-10-24 17:24:40.268,{fb91fd7c-ca57-6356-0c00-000000000d00},580,,,,C:\Windows\system32\lsass.exe,NT AUTHORITY\SYSTEM,SetValue,HKLM\System\CurrentControlSet\Control\Lsa\SspiCache\credssp.dll\Time,Binary Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61," Registry value set:
",T1101,2022-10-24 17:24:40.268,{fb91fd7c-ca57-6356-0c00-000000000d00},580,,,,C:\Windows\system32\lsass.exe,NT AUTHORITY\SYSTEM,SetValue,HKLM\System\CurrentControlSet\Control\Lsa\SspiCache\credssp.dll\Type,DWORD (0x00000021),,,,,,,,,,,,,,,,,,,,,,,,,,,,
62," Registry value set:
",T1101,2022-10-24 17:24:40.268,{fb91fd7c-ca57-6356-0c00-000000000d00},580,,,,C:\Windows\system32\lsass.exe,NT AUTHORITY\SYSTEM,SetValue,HKLM\System\CurrentControlSet\Control\Lsa\SspiCache\Time,Binary Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63," Process Create:
",-,2022-10-24 17:24:41.989,{fb91fd7c-ca59-6356-0e00-000000000d00},764,,,,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1 (WinBuild.160101.0800),Host Process for Windows Services,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\system32\svchost.exe -k DcomLaunch -p,C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,0,System,"MD5=8A0A29438052FAED8A2532DA50455756,SHA256=7FD065BAC18C5278777AE44908101CDFED72D26FA741367F0AD4D02020787AB6,IMPHASH=247B9220E5D9B720A82B2C8B5069AD69",{fb91fd7c-ca57-6356-0b00-000000000d00},572,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
64," Process Create:
",-,2022-10-24 17:24:42.850,{fb91fd7c-ca5a-6356-1000-000000000d00},844,,,,C:\Windows\System32\svchost.exe,NT AUTHORITY\NETWORK SERVICE,,,,10.0.17763.1 (WinBuild.160101.0800),Host Process for Windows Services,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\system32\svchost.exe -k RPCSS -p,C:\Windows\system32\,{fb91fd7c-ca5a-6356-e403-000000000000},0x3E4,0,System,"MD5=8A0A29438052FAED8A2532DA50455756,SHA256=7FD065BAC18C5278777AE44908101CDFED72D26FA741367F0AD4D02020787AB6,IMPHASH=247B9220E5D9B720A82B2C8B5069AD69",{fb91fd7c-ca57-6356-0b00-000000000d00},572,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
65," Process Create:
",-,2022-10-24 17:24:43.155,{fb91fd7c-ca5b-6356-1100-000000000d00},928,,,,C:\Windows\System32\dwm.exe,Window Manager\DWM-1,,,,10.0.17763.831 (WinBuild.160101.0800),Desktop Window Manager,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,dwm.exe,"""dwm.exe""",C:\Windows\system32\,{fb91fd7c-ca5b-6356-7de7-000000000000},0xE77D,1,System,"MD5=5CE3CCA35D8B19967B25806B7FF69D0F,SHA256=5954A267C8F271798EC0AC18D5F67F21A70B47258B10601511CA2109FFFDCF71,IMPHASH=CC05EDB80F10F1D5E7EC964B8C83F969",{fb91fd7c-ca57-6356-0a00-000000000d00},508,winlogon.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
66," Process Create:
",-,2022-10-24 17:24:43.809,{fb91fd7c-ca5b-6356-1200-000000000d00},1008,,,,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1 (WinBuild.160101.0800),Host Process for Windows Services,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\System32\svchost.exe -k wsappx -p,C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,0,System,"MD5=8A0A29438052FAED8A2532DA50455756,SHA256=7FD065BAC18C5278777AE44908101CDFED72D26FA741367F0AD4D02020787AB6,IMPHASH=247B9220E5D9B720A82B2C8B5069AD69",{fb91fd7c-ca57-6356-0b00-000000000d00},572,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
67," Process Create:
",-,2022-10-24 17:24:43.841,{fb91fd7c-ca5b-6356-1300-000000000d00},268,,,,C:\Windows\System32\svchost.exe,NT AUTHORITY\LOCAL SERVICE,,,,10.0.17763.1 (WinBuild.160101.0800),Host Process for Windows Services,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p,C:\Windows\system32\,{fb91fd7c-ca5b-6356-e503-000000000000},0x3E5,0,System,"MD5=8A0A29438052FAED8A2532DA50455756,SHA256=7FD065BAC18C5278777AE44908101CDFED72D26FA741367F0AD4D02020787AB6,IMPHASH=247B9220E5D9B720A82B2C8B5069AD69",{fb91fd7c-ca57-6356-0b00-000000000d00},572,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
68," Process Create:
",-,2022-10-24 17:24:43.851,{fb91fd7c-ca5b-6356-1400-000000000d00},312,,,,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1 (WinBuild.160101.0800),Host Process for Windows Services,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\system32\svchost.exe -k netsvcs -p,C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,0,System,"MD5=8A0A29438052FAED8A2532DA50455756,SHA256=7FD065BAC18C5278777AE44908101CDFED72D26FA741367F0AD4D02020787AB6,IMPHASH=247B9220E5D9B720A82B2C8B5069AD69",{fb91fd7c-ca57-6356-0b00-000000000d00},572,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
69," Process Create:
",-,2022-10-24 17:24:43.855,{fb91fd7c-ca5b-6356-1500-000000000d00},344,,,,C:\Windows\System32\svchost.exe,NT AUTHORITY\NETWORK SERVICE,,,,10.0.17763.1 (WinBuild.160101.0800),Host Process for Windows Services,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\System32\svchost.exe -k termsvcs,C:\Windows\system32\,{fb91fd7c-ca5a-6356-e403-000000000000},0x3E4,0,System,"MD5=8A0A29438052FAED8A2532DA50455756,SHA256=7FD065BAC18C5278777AE44908101CDFED72D26FA741367F0AD4D02020787AB6,IMPHASH=247B9220E5D9B720A82B2C8B5069AD69",{fb91fd7c-ca57-6356-0b00-000000000d00},572,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
70," Process Create:
",-,2022-10-24 17:24:44.310,{fb91fd7c-ca5c-6356-1600-000000000d00},368,,,,C:\Windows\System32\svchost.exe,NT AUTHORITY\LOCAL SERVICE,,,,10.0.17763.1 (WinBuild.160101.0800),Host Process for Windows Services,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p,C:\Windows\system32\,{fb91fd7c-ca5b-6356-e503-000000000000},0x3E5,0,System,"MD5=8A0A29438052FAED8A2532DA50455756,SHA256=7FD065BAC18C5278777AE44908101CDFED72D26FA741367F0AD4D02020787AB6,IMPHASH=247B9220E5D9B720A82B2C8B5069AD69",{fb91fd7c-ca57-6356-0b00-000000000d00},572,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
71," Process Create:
",-,2022-10-24 17:24:44.396,{fb91fd7c-ca5c-6356-1700-000000000d00},644,,,,C:\Windows\System32\svchost.exe,NT AUTHORITY\LOCAL SERVICE,,,,10.0.17763.1 (WinBuild.160101.0800),Host Process for Windows Services,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\system32\svchost.exe -k LocalService -p,C:\Windows\system32\,{fb91fd7c-ca5b-6356-e503-000000000000},0x3E5,0,System,"MD5=8A0A29438052FAED8A2532DA50455756,SHA256=7FD065BAC18C5278777AE44908101CDFED72D26FA741367F0AD4D02020787AB6,IMPHASH=247B9220E5D9B720A82B2C8B5069AD69",{fb91fd7c-ca57-6356-0b00-000000000d00},572,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
72," Process Create:
",-,2022-10-24 17:24:44.423,{fb91fd7c-ca5c-6356-1800-000000000d00},700,,,,C:\Windows\System32\svchost.exe,NT AUTHORITY\LOCAL SERVICE,,,,10.0.17763.1 (WinBuild.160101.0800),Host Process for Windows Services,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\system32\svchost.exe -k LocalService,C:\Windows\system32\,{fb91fd7c-ca5b-6356-e503-000000000000},0x3E5,0,System,"MD5=8A0A29438052FAED8A2532DA50455756,SHA256=7FD065BAC18C5278777AE44908101CDFED72D26FA741367F0AD4D02020787AB6,IMPHASH=247B9220E5D9B720A82B2C8B5069AD69",{fb91fd7c-ca57-6356-0b00-000000000d00},572,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
73," Process Create:
",-,2022-10-24 17:24:44.684,{fb91fd7c-ca5c-6356-1900-000000000d00},568,,,,C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1 (WinBuild.160101.0800),Host Process for Windows Services,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p,C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,0,System,"MD5=8A0A29438052FAED8A2532DA50455756,SHA256=7FD065BAC18C5278777AE44908101CDFED72D26FA741367F0AD4D02020787AB6,IMPHASH=247B9220E5D9B720A82B2C8B5069AD69",{fb91fd7c-ca57-6356-0b00-000000000d00},572,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
74," Process Create:
",-,2022-10-24 17:24:45.958,{fb91fd7c-ca5d-6356-1b00-000000000d00},1240,,,,C:\Windows\System32\svchost.exe,NT AUTHORITY\LOCAL SERVICE,,,,10.0.17763.1 (WinBuild.160101.0800),Host Process for Windows Services,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p,C:\Windows\system32\,{fb91fd7c-ca5b-6356-e503-000000000000},0x3E5,0,System,"MD5=8A0A29438052FAED8A2532DA50455756,SHA256=7FD065BAC18C5278777AE44908101CDFED72D26FA741367F0AD4D02020787AB6,IMPHASH=247B9220E5D9B720A82B2C8B5069AD69",{fb91fd7c-ca57-6356-0b00-000000000d00},572,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
75," Process Create:
",-,2022-10-24 17:24:46.392,{fb91fd7c-ca5e-6356-1c00-000000000d00},1292,,,,C:\Windows\System32\upfc.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1 (WinBuild.160101.0800),Updateability From SCM,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,upfc.exe,C:\Windows\System32\Upfc.exe /launchtype boot /cv aSBeOnhJjEKKA0uhgE0ioA.0,C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,0,System,"MD5=AC3DA8AAC02C94DC65ECDF9548E6372D,SHA256=AE4B0E81C601521DA974D53E44295C98331CED7C9CC2F260434E6BC0C475DDA3,IMPHASH=B3371ED99D25FEFF460973E2D1E5A076",{fb91fd7c-ca57-6356-0b00-000000000d00},572,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
76," Process Create:
",-,2022-10-24 17:24:46.711,{fb91fd7c-ca5e-6356-1e00-000000000d00},1380,,,,C:\Windows\System32\VBoxService.exe,NT AUTHORITY\SYSTEM,,,,5.2.22.126460,VirtualBox Guest Additions Service,Oracle VM VirtualBox Guest Additions,Oracle Corporation,VBoxService.exe,C:\Windows\System32\VBoxService.exe,C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,0,System,"MD5=149D1E74D20C31BA9831138EC82F6313,SHA256=6E5DC215999A51ECB6E813548D3DE884F3B9E43A2EEABFDDC6AFA9A7CC29C0B4,IMPHASH=DF51D56B075BB57753255127C2739A85",{fb91fd7c-ca57-6356-0b00-000000000d00},572,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
77," File created:
",T1053,2022-10-25 01:24:48.951,{fb91fd7c-ca5b-6356-1400-000000000d00},312,,,,C:\Windows\system32\svchost.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,,,,,,,,,C:\Windows\Tasks\SA.DAT,2020-05-13 04:21:33.853,,,,,,,,,,
78," Process Create:
",-,2022-10-25 01:24:49.590,{fb91fd7c-3ae1-6357-2000-000000000d00},1652,,,,C:\Windows\System32\taskhostw.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.831 (WinBuild.160101.0800),Host Process for Windows Tasks,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,taskhostw.exe,taskhostw.exe ExploitGuardPolicy,C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,0,System,"MD5=106B2AEC107DFD22DB51C7A1B29623F8,SHA256=CA620F4DE4A426F129445E4D8A545B7B08B021080E7375A3EA3ED8C8A7212A8F,IMPHASH=9839C7FD9649496B162F72128209528A",{fb91fd7c-ca5b-6356-1400-000000000d00},312,C:\Windows\system32\svchost.exe -k netsvcs -p,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
79," Process Create:
",-,2022-10-25 01:24:49.827,{fb91fd7c-3ae1-6357-2100-000000000d00},1692,,,,C:\Windows\System32\svchost.exe,NT AUTHORITY\LOCAL SERVICE,,,,10.0.17763.1 (WinBuild.160101.0800),Host Process for Windows Services,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p,C:\Windows\system32\,{fb91fd7c-ca5b-6356-e503-000000000000},0x3E5,0,System,"MD5=8A0A29438052FAED8A2532DA50455756,SHA256=7FD065BAC18C5278777AE44908101CDFED72D26FA741367F0AD4D02020787AB6,IMPHASH=247B9220E5D9B720A82B2C8B5069AD69",{fb91fd7c-ca57-6356-0b00-000000000d00},572,C:\Windows\system32\services.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
80," Process Create:
",-,2022-10-25 01:24:50.374,{fb91fd7c-3ae2-6357-2200-000000000d00},1772,,,,C:\Windows\System32\Sysprep\sysprep.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1 (WinBuild.160101.0800),System Preparation Tool,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,sysprep.EXE,Sysprep\sysprep.exe /respecialize /quiet,C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,1,System,"MD5=2C4DA745709076C61C11BE5B60B489EF,SHA256=71EF84A9A310E34483CE3D40D805743F2D59DE1D3ADAD3F1639A6CFDAAE08EFD,IMPHASH=F5397F2DF8041ED55394751074F546E5",{fb91fd7c-ca57-6356-0a00-000000000d00},508,winlogon.exe,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
81," Registry value set:
",-,2022-10-25 01:24:51.216,{fb91fd7c-ca5c-6356-1700-000000000d00},644,,,,C:\Windows\system32\svchost.exe,NT AUTHORITY\LOCAL SERVICE,SetValue,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\NetworkList\Profiles\{70BE9E4F-C1D4-4171-ABB3-CB514E89798F}\DateLastConnected,Binary Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82," Process Create:
",-,2022-10-25 01:24:51.755,{fb91fd7c-3ae3-6357-2400-000000000d00},1948,,,,C:\Windows\System32\dxgiadaptercache.exe,NT AUTHORITY\SYSTEM,,,,10.0.17763.1 (WinBuild.160101.0800),DXGI Adapter Cache,MicrosoftÂ® WindowsÂ® Operating System,Microsoft Corporation,DXGIAdapterCache.exe,C:\Windows\system32\dxgiadaptercache.exe,C:\Windows\system32\,{fb91fd7c-ca58-6356-e703-000000000000},0x3E7,0,System,"MD5=CEA17E28EFF3B2EED6B49B5DDCC7327F,SHA256=BA598EFD9D9C4449DEAC83F78CEC893AA127F31767902D6DD69A157B65450240,IMPHASH=88A45A1AD2822D23AF808E0A0C8194B7",{fb91fd7c-ca5b-6356-1400-000000000d00},312,C:\Windows\system32\svchost.exe -k netsvcs -p,NT AUTHORITY\SYSTEM,,,,,,,,,,,,
