"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version","event.dataset","event.module","fileset.name","host.architecture","host.containerized","host.hostname","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","input.type","log.file.path","log.offset",logsource,message,"message_id","postfix.mail.auth_method","postfix.mail.bytes","postfix.mail.commands","postfix.mail.from","postfix.mail.login_username","postfix.mail.nrcpt","postfix.mail.queue_id","postfix.mail.remote_address","postfix.mail.remote_host","program.name","program.pid","service.type","source.ip",tags
"Oct 24, 2022 @ 06:59:57.000",66FLCoQBnzfJo7CMBcHw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","49,881",emailserver,"connect from unknown[10.0.0.1]","-","-","-","-","-","-","-","-","10.0.0.1",unknown,"postfix/smtpd",186,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",7KFLCoQBnzfJo7CMBcHw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","49,960",emailserver,"client=unknown[10.0.0.1], sasl_method=LOGIN, sasl_username=albert@test.com","-",LOGIN,"-","-","-","albert@test.com","-",EB8282262A5,"10.0.0.1",unknown,"postfix/smtpd",186,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",7aFLCoQBnzfJo7CMBcHw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","50,096",emailserver,"message-id=<>","(empty)","-","-","-","-","-","-",EB8282262A5,"-","-","postfix/cleanup",190,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",7qFLCoQBnzfJo7CMBcHw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","50,173",emailserver,"from=<albert@test.com>, size=245, nrcpt=1 (queue active)","-","-",245,"-","albert@test.com","-",1,EB8282262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",76FLCoQBnzfJo7CMBcHw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","50,290",emailserver,"to=<support@test.com>, relay=virtual, delay=0.01, delays=0/0/0/0, dsn=2.0.0, status=sent (delivered to maildir)","-","-","-","-","-","-","-",EB8282262A5,"-","-","postfix/virtual",192,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",8KFLCoQBnzfJo7CMBcHw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","50,465",emailserver,removed,"-","-","-","-","-","-","-",EB8282262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",8aFLCoQBnzfJo7CMBcHw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","50,533",emailserver,"disconnect from unknown[10.0.0.1] auth=1 mail=1 rcpt=1 data=1 commands=4","-","-","-","auth=1, mail=1, rcpt=1, data=1, commands=4","-","-","-","-","10.0.0.1",unknown,"postfix/smtpd",186,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",8qFLCoQBnzfJo7CMBcHw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","50,654",emailserver,"connect from unknown[10.0.0.1]","-","-","-","-","-","-","-","-","10.0.0.1",unknown,"postfix/smtpd",191,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",86FLCoQBnzfJo7CMBcHw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","50,733",emailserver,"client=unknown[10.0.0.1], sasl_method=LOGIN, sasl_username=hannah@test.com","-",LOGIN,"-","-","-","hannah@test.com","-",ED60B2262A5,"10.0.0.1",unknown,"postfix/smtpd",191,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",9KFLCoQBnzfJo7CMBcHw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","50,869",emailserver,"message-id=<>","(empty)","-","-","-","-","-","-",ED60B2262A5,"-","-","postfix/cleanup",190,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",9aFLCoQBnzfJo7CMBcHw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","50,946",emailserver,"from=<hannah@test.com>, size=204, nrcpt=1 (queue active)","-","-",204,"-","hannah@test.com","-",1,ED60B2262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",9qFLCoQBnzfJo7CMBcHw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","51,063",emailserver,"to=<support@test.com>, relay=virtual, delay=0, delays=0/0/0/0, dsn=2.0.0, status=sent (delivered to maildir)","-","-","-","-","-","-","-",ED60B2262A5,"-","-","postfix/virtual",193,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",96FLCoQBnzfJo7CMBcHw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","51,235",emailserver,removed,"-","-","-","-","-","-","-",ED60B2262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000","-KFLCoQBnzfJo7CMBcHw",".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","51,303",emailserver,"disconnect from unknown[10.0.0.1] auth=1 mail=1 rcpt=1 data=1 commands=4","-","-","-","auth=1, mail=1, rcpt=1, data=1, commands=4","-","-","-","-","10.0.0.1",unknown,"postfix/smtpd",191,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000","-aFLCoQBnzfJo7CMBcHw",".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","51,424",emailserver,"connect from unknown[10.0.0.1]","-","-","-","-","-","-","-","-","10.0.0.1",unknown,"postfix/smtpd",186,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000","-qFLCoQBnzfJo7CMBcHw",".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","51,503",emailserver,"client=unknown[10.0.0.1], sasl_method=LOGIN, sasl_username=support@test.com","-",LOGIN,"-","-","-","support@test.com","-",EEF0B2262A5,"10.0.0.1",unknown,"postfix/smtpd",186,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000","-6FLCoQBnzfJo7CMBcHw",".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","51,640",emailserver,"message-id=<>","(empty)","-","-","-","-","-","-",EEF0B2262A5,"-","-","postfix/cleanup",190,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000","_KFLCoQBnzfJo7CMBcHw",".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","51,717",emailserver,"from=<support@test.com>, size=246, nrcpt=1 (queue active)","-","-",246,"-","support@test.com","-",1,EEF0B2262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000","_aFLCoQBnzfJo7CMBcHw",".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","51,835",emailserver,"disconnect from unknown[10.0.0.1] auth=1 mail=1 rcpt=1 data=1 commands=4","-","-","-","auth=1, mail=1, rcpt=1, data=1, commands=4","-","-","-","-","10.0.0.1",unknown,"postfix/smtpd",186,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000","_qFLCoQBnzfJo7CMBcHw",".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","51,956",emailserver,"connect from unknown[10.0.0.1]","-","-","-","-","-","-","-","-","10.0.0.1",unknown,"postfix/smtpd",191,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000","_6FLCoQBnzfJo7CMBcHw",".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","52,035",emailserver,"to=<albert@test.com>, relay=virtual, delay=0, delays=0/0/0/0, dsn=2.0.0, status=sent (delivered to maildir)","-","-","-","-","-","-","-",EEF0B2262A5,"-","-","postfix/virtual",194,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",AKFLCoQBnzfJo7CMBcLw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","52,206",emailserver,removed,"-","-","-","-","-","-","-",EEF0B2262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",AaFLCoQBnzfJo7CMBcLw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","52,274",emailserver,"client=unknown[10.0.0.1], sasl_method=LOGIN, sasl_username=hannah@test.com","-",LOGIN,"-","-","-","hannah@test.com","-",EFCEF2262A5,"10.0.0.1",unknown,"postfix/smtpd",191,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",AqFLCoQBnzfJo7CMBcLw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","52,410",emailserver,"message-id=<>","(empty)","-","-","-","-","-","-",EFCEF2262A5,"-","-","postfix/cleanup",190,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",A6FLCoQBnzfJo7CMBcLw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","52,487",emailserver,"from=<hannah@test.com>, size=206, nrcpt=1 (queue active)","-","-",206,"-","hannah@test.com","-",1,EFCEF2262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",BKFLCoQBnzfJo7CMBcLw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","52,604",emailserver,"to=<support@test.com>, relay=virtual, delay=0, delays=0/0/0/0, dsn=2.0.0, status=sent (delivered to maildir)","-","-","-","-","-","-","-",EFCEF2262A5,"-","-","postfix/virtual",192,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",BaFLCoQBnzfJo7CMBcLw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","52,776",emailserver,removed,"-","-","-","-","-","-","-",EFCEF2262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",BqFLCoQBnzfJo7CMBcLw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","52,844",emailserver,"disconnect from unknown[10.0.0.1] auth=1 mail=1 rcpt=1 data=1 commands=4","-","-","-","auth=1, mail=1, rcpt=1, data=1, commands=4","-","-","-","-","10.0.0.1",unknown,"postfix/smtpd",191,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",B6FLCoQBnzfJo7CMBcLw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","52,965",emailserver,"connect from unknown[10.0.0.1]","-","-","-","-","-","-","-","-","10.0.0.1",unknown,"postfix/smtpd",186,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",CKFLCoQBnzfJo7CMBcLw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","53,044",emailserver,"client=unknown[10.0.0.1], sasl_method=LOGIN, sasl_username=albert@test.com","-",LOGIN,"-","-","-","albert@test.com","-",F10BC2262A5,"10.0.0.1",unknown,"postfix/smtpd",186,postfix,"10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",CaFLCoQBnzfJo7CMBcLw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","53,180",emailserver,"message-id=<>","(empty)","-","-","-","-","-","-",F10BC2262A5,"-","-","postfix/cleanup",190,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
"Oct 24, 2022 @ 06:59:57.000",CqFLCoQBnzfJo7CMBcLw,".ds-postfix-8.3.3-2022.10.22-000001","-","20ff4931-a050-4914-95ac-1400218c6cdd",emailserver,"c193ce2e-d5f1-4130-9ad0-d38eb437a647",emailserver,filebeat,"8.3.3","8.0.0","postfix.mail",postfix,mail,"x86_64",true,emailserver,"10.0.10.25","02:42:0a:00:0a:19",emailserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",log,"/var/log/mail.log","53,257",emailserver,"from=<albert@test.com>, size=236, nrcpt=1 (queue active)","-","-",236,"-","albert@test.com","-",1,F10BC2262A5,"-","-","postfix/qmgr",106,postfix,"-","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb"
