"@timestamp","@version","@version.keyword","_id","_index","_score","agent.ephemeral_id","agent.ephemeral_id.keyword","agent.id","agent.id.keyword","agent.name","agent.name.keyword","agent.type","agent.type.keyword","agent.version","agent.version.keyword",day,"day.keyword",dayofweek,"dayofweek.keyword","ecs.version","ecs.version.keyword","event.dataset","event.dataset.keyword","event.original","event.original.keyword","host.architecture","host.architecture.keyword","host.containerized","host.hostname","host.hostname.keyword","host.ip","host.ip.keyword","host.mac","host.mac.keyword","host.name","host.name.keyword","host.os.codename","host.os.codename.keyword","host.os.family","host.os.family.keyword","host.os.kernel","host.os.kernel.keyword","host.os.name","host.os.name.keyword","host.os.platform","host.os.platform.keyword","host.os.type","host.os.type.keyword","host.os.version","host.os.version.keyword","input.type","input.type.keyword","log.file.path","log.file.path.keyword","log.offset",message,"message.keyword",month,"month.keyword",tags,"tags.keyword",time,"time.keyword","vsftpd_action","vsftpd_action.keyword","vsftpd_client_ip","vsftpd_client_ip.keyword","vsftpd_command","vsftpd_command.keyword","vsftpd_pid","vsftpd_pid.keyword","vsftpd_user","vsftpd_user.keyword",year,"year.keyword"
"Oct 20, 2022 @ 23:32:14.102",1,1,"ZuUG9oMBdU8zJkZnD3U-","filebeat-2022.10.20","-","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""257 ""/""""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""257 ""/""""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log",936,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""257 ""/""""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""257 ""/""""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","21:11:53","21:11:53","FTP response","FTP response","192.168.20.1","192.168.20.1","""257 ""/""""","""257 ""/""""",37,37,nobody,nobody,2022,2022
"Oct 20, 2022 @ 23:32:14.102",1,1,"Z-UG9oMBdU8zJkZnD3U-","filebeat-2022.10.20","-","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""TYPE I""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""TYPE I""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","1,026","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""TYPE I""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""TYPE I""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","21:11:53","21:11:53","FTP command","FTP command","192.168.20.1","192.168.20.1","""TYPE I""","""TYPE I""",37,37,nobody,nobody,2022,2022
"Oct 20, 2022 @ 23:32:14.102",1,1,"aOUG9oMBdU8zJkZnD3U-","filebeat-2022.10.20","-","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""200 Switching to Binary mode.""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""200 Switching to Binary mode.""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","1,114","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""200 Switching to Binary mode.""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""200 Switching to Binary mode.""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","21:11:53","21:11:53","FTP response","FTP response","192.168.20.1","192.168.20.1","""200 Switching to Binary mode.""","""200 Switching to Binary mode.""",37,37,nobody,nobody,2022,2022
"Oct 20, 2022 @ 23:32:14.102",1,1,"aeUG9oMBdU8zJkZnD3U-","filebeat-2022.10.20","-","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""CWD /pub""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""CWD /pub""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","1,226","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""CWD /pub""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""CWD /pub""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","21:11:53","21:11:53","FTP command","FTP command","192.168.20.1","192.168.20.1","""CWD /pub""","""CWD /pub""",37,37,nobody,nobody,2022,2022
"Oct 20, 2022 @ 23:32:14.102",1,1,"auUG9oMBdU8zJkZnD3U-","filebeat-2022.10.20","-","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""250 Directory successfully changed.""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""250 Directory successfully changed.""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","1,316","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""250 Directory successfully changed.""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""250 Directory successfully changed.""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","21:11:53","21:11:53","FTP response","FTP response","192.168.20.1","192.168.20.1","""250 Directory successfully changed.""","""250 Directory successfully changed.""",37,37,nobody,nobody,2022,2022
"Oct 20, 2022 @ 23:32:14.102",1,1,"a-UG9oMBdU8zJkZnD3U-","filebeat-2022.10.20","-","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""SIZE payload.exe""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""SIZE payload.exe""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","1,434","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""SIZE payload.exe""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""SIZE payload.exe""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","21:11:53","21:11:53","FTP command","FTP command","192.168.20.1","192.168.20.1","""SIZE payload.exe""","""SIZE payload.exe""",37,37,nobody,nobody,2022,2022
"Oct 20, 2022 @ 23:32:14.102",1,1,"bOUG9oMBdU8zJkZnD3U-","filebeat-2022.10.20","-","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""550 Could not get file size.""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""550 Could not get file size.""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","1,532","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""550 Could not get file size.""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""550 Could not get file size.""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","21:11:53","21:11:53","FTP response","FTP response","192.168.20.1","192.168.20.1","""550 Could not get file size.""","""550 Could not get file size.""",37,37,nobody,nobody,2022,2022
"Oct 20, 2022 @ 23:32:14.102",1,1,"beUG9oMBdU8zJkZnD3U-","filebeat-2022.10.20","-","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""PASV""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""PASV""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","1,643","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""PASV""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""PASV""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","21:11:53","21:11:53","FTP command","FTP command","192.168.20.1","192.168.20.1","""PASV""","""PASV""",37,37,nobody,nobody,2022,2022
"Oct 20, 2022 @ 23:32:14.102",1,1,"YeUG9oMBdU8zJkZnD3U-","filebeat-2022.10.20","-","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 21:11:53 2022 [pid 35] [nobody] OK LOGIN: Client ""192.168.20.1"", anon password ""-wget@""","Thu Oct 20 21:11:53 2022 [pid 35] [nobody] OK LOGIN: Client ""192.168.20.1"", anon password ""-wget@""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log",462,"Thu Oct 20 21:11:53 2022 [pid 35] [nobody] OK LOGIN: Client ""192.168.20.1"", anon password ""-wget@""","Thu Oct 20 21:11:53 2022 [pid 35] [nobody] OK LOGIN: Client ""192.168.20.1"", anon password ""-wget@""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","21:11:53","21:11:53","OK LOGIN","OK LOGIN","192.168.20.1","192.168.20.1","anon password ""-wget@""","anon password ""-wget@""",35,35,nobody,nobody,2022,2022
"Oct 20, 2022 @ 23:32:14.102",1,1,"YuUG9oMBdU8zJkZnD3U-","filebeat-2022.10.20","-","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""230 Login successful.""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""230 Login successful.""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log",561,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""230 Login successful.""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""230 Login successful.""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","21:11:53","21:11:53","FTP response","FTP response","192.168.20.1","192.168.20.1","""230 Login successful.""","""230 Login successful.""",37,37,nobody,nobody,2022,2022
"Oct 20, 2022 @ 23:32:14.102",1,1,"Y-UG9oMBdU8zJkZnD3U-","filebeat-2022.10.20","-","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""SYST""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""SYST""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log",665,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""SYST""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP command: Client ""192.168.20.1"", ""SYST""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","21:11:53","21:11:53","FTP command","FTP command","192.168.20.1","192.168.20.1","""SYST""","""SYST""",37,37,nobody,nobody,2022,2022
"Oct 20, 2022 @ 23:32:14.102",1,1,"ZOUG9oMBdU8zJkZnD3U-","filebeat-2022.10.20","-","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""215 UNIX Type: L8""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""215 UNIX Type: L8""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log",751,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""215 UNIX Type: L8""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""215 UNIX Type: L8""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","21:11:53","21:11:53","FTP response","FTP response","192.168.20.1","192.168.20.1","""215 UNIX Type: L8""","""215 UNIX Type: L8""",37,37,nobody,nobody,2022,2022
"Oct 20, 2022 @ 23:32:14.102",1,1,"buUG9oMBdU8zJkZnD3U-","filebeat-2022.10.20","-","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","7ac7472e-4127-4ba6-a98c-6ed43ea545b3","dc2287ad-332b-4c56-857d-8ebec7b82407","dc2287ad-332b-4c56-857d-8ebec7b82407",36b9d60cfba2,36b9d60cfba2,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""227 Entering Passive Mode (192,168,20,6,160,23).""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""227 Entering Passive Mode (192,168,20,6,160,23).""","x86_64","x86_64",true,36b9d60cfba2,36b9d60cfba2,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",36b9d60cfba2,36b9d60cfba2,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","1,729","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""227 Entering Passive Mode (192,168,20,6,160,23).""","Thu Oct 20 21:11:53 2022 [pid 37] [nobody] FTP response: Client ""192.168.20.1"", ""227 Entering Passive Mode (192,168,20,6,160,23).""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","21:11:53","21:11:53","FTP response","FTP response","192.168.20.1","192.168.20.1","""227 Entering Passive Mode (192,168,20,6,160,23).""","""227 Entering Passive Mode (192,168,20,6,160,23).""",37,37,nobody,nobody,2022,2022
"Oct 20, 2022 @ 20:05:29.836",1,1,"0uhI9YMBpj4BU1TvyDa_","filebeat-2022.10.20","-","13906466-f77f-4291-844a-2e45e2d19476","13906466-f77f-4291-844a-2e45e2d19476","e5ae4bc1-59fb-45d2-90ce-c9a264000488","e5ae4bc1-59fb-45d2-90ce-c9a264000488",c356cc2bdfaa,c356cc2bdfaa,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 20:05:26 2022 [pid 518] CONNECT: Client ""192.168.20.3""","Thu Oct 20 20:05:26 2022 [pid 518] CONNECT: Client ""192.168.20.3""","x86_64","x86_64",true,c356cc2bdfaa,c356cc2bdfaa,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",c356cc2bdfaa,c356cc2bdfaa,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","38,375","Thu Oct 20 20:05:26 2022 [pid 518] CONNECT: Client ""192.168.20.3""","Thu Oct 20 20:05:26 2022 [pid 518] CONNECT: Client ""192.168.20.3""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","20:05:26","20:05:26",CONNECT,CONNECT,"192.168.20.3","192.168.20.3","-","-",518,518,"-","-",2022,2022
"Oct 20, 2022 @ 20:05:29.836",1,1,"0-hI9YMBpj4BU1TvyDa_","filebeat-2022.10.20","-","13906466-f77f-4291-844a-2e45e2d19476","13906466-f77f-4291-844a-2e45e2d19476","e5ae4bc1-59fb-45d2-90ce-c9a264000488","e5ae4bc1-59fb-45d2-90ce-c9a264000488",c356cc2bdfaa,c356cc2bdfaa,filebeat,filebeat,"8.4.3","8.4.3",20,20,Thu,Thu,"8.0.0","8.0.0",vsftpd,vsftpd,"Thu Oct 20 20:05:26 2022 [pid 518] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 20:05:26 2022 [pid 518] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","x86_64","x86_64",true,c356cc2bdfaa,c356cc2bdfaa,"192.168.20.6","192.168.20.6","02:42:c0:a8:14:06","02:42:c0:a8:14:06",c356cc2bdfaa,c356cc2bdfaa,jammy,jammy,debian,debian,"5.4.0-124-generic","5.4.0-124-generic",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"22.04.1 LTS (Jammy Jellyfish)","22.04.1 LTS (Jammy Jellyfish)",filestream,filestream,"/var/log/vsftpd.log","/var/log/vsftpd.log","38,441","Thu Oct 20 20:05:26 2022 [pid 518] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""","Thu Oct 20 20:05:26 2022 [pid 518] FTP response: Client ""192.168.20.3"", ""220 (vsFTPd 2.3.4)""",Oct,Oct,"beats_input_codec_plain_applied, _grok_vsftpd_success","beats_input_codec_plain_applied, _grok_vsftpd_success","20:05:26","20:05:26","FTP response","FTP response","192.168.20.3","192.168.20.3","""220 (vsFTPd 2.3.4)""","""220 (vsFTPd 2.3.4)""",518,518,"-","-",2022,2022
