"@timestamp","@version","@version.keyword","_id","_index","_score","event.original","event.original.keyword","log.offset","log_type","log_type.keyword",message,"message.keyword",stream,"stream.keyword",tags,"tags.keyword"
"Oct 23, 2022 @ 14:30:42.086",1,1,BTMPB4QBz0FhWM8BRgqd,"smtp-2022.10.23","-","2022-10-23 21:30:42,086 INFO stopped: syslog-ng (exit status 0)","2022-10-23 21:30:42,086 INFO stopped: syslog-ng (exit status 0)","225,222","SMTP_LOG","SMTP_LOG","2022-10-23 21:30:42,086 INFO stopped: syslog-ng (exit status 0)","2022-10-23 21:30:42,086 INFO stopped: syslog-ng (exit status 0)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 14:30:41.846",1,1,BDMPB4QBz0FhWM8BRgqd,"smtp-2022.10.23","-","Oct 23 21:30:41 5a6cfb7a7ed3 syslog-ng[8]: syslog-ng shutting down; version='3.28.1'","Oct 23 21:30:41 5a6cfb7a7ed3 syslog-ng[8]: syslog-ng shutting down; version='3.28.1'","225,067","SMTP_LOG","SMTP_LOG","Oct 23 21:30:41 5a6cfb7a7ed3 syslog-ng[8]: syslog-ng shutting down; version='3.28.1'","Oct 23 21:30:41 5a6cfb7a7ed3 syslog-ng[8]: syslog-ng shutting down; version='3.28.1'",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 14:30:41.826",1,1,EjMPB4QBz0FhWM8BRgqk,"smtp-2022.10.23","-","2022-10-23 21:30:41,826 INFO waiting for processes, postfix, syslog-ng to die","2022-10-23 21:30:41,826 INFO waiting for processes, postfix, syslog-ng to die","224,919","SMTP_LOG","SMTP_LOG","2022-10-23 21:30:41,826 INFO waiting for processes, postfix, syslog-ng to die","2022-10-23 21:30:41,826 INFO waiting for processes, postfix, syslog-ng to die",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 14:30:41.774",1,1,ETMPB4QBz0FhWM8BRgqk,"smtp-2022.10.23","-","2022-10-23 21:30:41,754 WARN received SIGTERM indicating exit request","2022-10-23 21:30:41,754 WARN received SIGTERM indicating exit request","224,779","SMTP_LOG","SMTP_LOG","2022-10-23 21:30:41,754 WARN received SIGTERM indicating exit request","2022-10-23 21:30:41,754 WARN received SIGTERM indicating exit request",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:44:02.365",1,1,KtGWBoQBimM9HJ8cocZS,"smtp-2022.10.23","-","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/qmgr[343]: 1176545E01: removed","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/qmgr[343]: 1176545E01: removed","224,641","SMTP_LOG","SMTP_LOG","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/qmgr[343]: 1176545E01: removed","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/qmgr[343]: 1176545E01: removed",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:44:02.361",1,1,K9GWBoQBimM9HJ8cocZS,"smtp-2022.10.23","-","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/lmtp[1528]: 1176545E01: to=<xianfu@pmcmail.org>, relay=dovecot[172.22.1.250]:24, delay=14, delays=14/0.01/0/0.02, dsn=2.0.0, status=sent (250 2.0.0 <xianfu@pmcmail.org> mL0EFJKnVWO/RQAA6RUn+A Saved)","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/lmtp[1528]: 1176545E01: to=<xianfu@pmcmail.org>, relay=dovecot[172.22.1.250]:24, delay=14, delays=14/0.01/0/0.02, dsn=2.0.0, status=sent (250 2.0.0 <xianfu@pmcmail.org> mL0EFJKnVWO/RQAA6RUn+A Saved)","224,315","SMTP_LOG","SMTP_LOG","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/lmtp[1528]: 1176545E01: to=<xianfu@pmcmail.org>, relay=dovecot[172.22.1.250]:24, delay=14, delays=14/0.01/0/0.02, dsn=2.0.0, status=sent (250 2.0.0 <xianfu@pmcmail.org> mL0EFJKnVWO/RQAA6RUn+A Saved)","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/lmtp[1528]: 1176545E01: to=<xianfu@pmcmail.org>, relay=dovecot[172.22.1.250]:24, delay=14, delays=14/0.01/0/0.02, dsn=2.0.0, status=sent (250 2.0.0 <xianfu@pmcmail.org> mL0EFJKnVWO/RQAA6RUn+A Saved)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:44:02.324",1,1,KdGWBoQBimM9HJ8cocZS,"smtp-2022.10.23","-","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/qmgr[343]: 1176545E01: from=<danieltay@pmcmail.org>, size=632656, nrcpt=1 (queue active)","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/qmgr[343]: 1176545E01: from=<danieltay@pmcmail.org>, size=632656, nrcpt=1 (queue active)","223,835","SMTP_LOG","SMTP_LOG","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/qmgr[343]: 1176545E01: from=<danieltay@pmcmail.org>, size=632656, nrcpt=1 (queue active)","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/qmgr[343]: 1176545E01: from=<danieltay@pmcmail.org>, size=632656, nrcpt=1 (queue active)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:44:02.324",1,1,LNGWBoQBimM9HJ8cocZU,"smtp-2022.10.23","-","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6","224,040","SMTP_LOG","SMTP_LOG","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6","Oct 23 20:44:02 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:49.076",1,1,G9GWBoQBimM9HJ8chcbl,"smtp-2022.10.23","-","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/cleanup[1512]: 1176545E01: message-id=<42-6355a780-15-7da7fd80@211540167>","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/cleanup[1512]: 1176545E01: message-id=<42-6355a780-15-7da7fd80@211540167>","223,644","SMTP_LOG","SMTP_LOG","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/cleanup[1512]: 1176545E01: message-id=<42-6355a780-15-7da7fd80@211540167>","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/cleanup[1512]: 1176545E01: message-id=<42-6355a780-15-7da7fd80@211540167>",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:49.076",1,1,HdGWBoQBimM9HJ8chcbo,"smtp-2022.10.23","-","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/cleanup[1512]: 1176545E01: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 1176545E01??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 20:43:48 +0000 (UTC)","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/cleanup[1512]: 1176545E01: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 1176545E01??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 20:43:48 +0000 (UTC)","222,910","SMTP_LOG","SMTP_LOG","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/cleanup[1512]: 1176545E01: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 1176545E01??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 20:43:48 +0000 (UTC)","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/cleanup[1512]: 1176545E01: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 1176545E01??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 20:43:48 +0000 (UTC)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:49.072",1,1,HtGWBoQBimM9HJ8chcbp,"smtp-2022.10.23","-","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: 1176545E01: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: 1176545E01: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","222,629","SMTP_LOG","SMTP_LOG","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: 1176545E01: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: 1176545E01: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:49.070",1,1,GtGWBoQBimM9HJ8chcbl,"smtp-2022.10.23","-","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","222,389","SMTP_LOG","SMTP_LOG","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","Oct 23 20:43:49 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:48.210",1,1,HNGWBoQBimM9HJ8chcbo,"smtp-2022.10.23","-","Oct 23 20:43:48 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","Oct 23 20:43:48 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","222,170","SMTP_LOG","SMTP_LOG","Oct 23 20:43:48 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","Oct 23 20:43:48 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:11.972",1,1,ntGVBoQBimM9HJ8c1sUM,"smtp-2022.10.23","-","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5","221,898","SMTP_LOG","SMTP_LOG","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:11.968",1,1,nNGVBoQBimM9HJ8c1sUM,"smtp-2022.10.23","-","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/cleanup[1512]: A5AF0457D8: milter-reject: END-OF-MESSAGE from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]: 5.7.1 This message does not meet our delivery requirements; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/cleanup[1512]: A5AF0457D8: milter-reject: END-OF-MESSAGE from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]: 5.7.1 This message does not meet our delivery requirements; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>","221,473","SMTP_LOG","SMTP_LOG","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/cleanup[1512]: A5AF0457D8: milter-reject: END-OF-MESSAGE from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]: 5.7.1 This message does not meet our delivery requirements; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/cleanup[1512]: A5AF0457D8: milter-reject: END-OF-MESSAGE from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]: 5.7.1 This message does not meet our delivery requirements; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:11.705",1,1,m9GVBoQBimM9HJ8c1sUM,"smtp-2022.10.23","-","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/cleanup[1512]: A5AF0457D8: message-id=<42-6355a780-11-7da7fd80@211538814>","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/cleanup[1512]: A5AF0457D8: message-id=<42-6355a780-11-7da7fd80@211538814>","221,282","SMTP_LOG","SMTP_LOG","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/cleanup[1512]: A5AF0457D8: message-id=<42-6355a780-11-7da7fd80@211538814>","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/cleanup[1512]: A5AF0457D8: message-id=<42-6355a780-11-7da7fd80@211538814>",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:11.705",1,1,ndGVBoQBimM9HJ8c1sUM,"smtp-2022.10.23","-","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/cleanup[1512]: A5AF0457D8: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id A5AF0457D8??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 20:43:11 +0000 (UTC)","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/cleanup[1512]: A5AF0457D8: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id A5AF0457D8??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 20:43:11 +0000 (UTC)","220,548","SMTP_LOG","SMTP_LOG","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/cleanup[1512]: A5AF0457D8: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id A5AF0457D8??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 20:43:11 +0000 (UTC)","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/cleanup[1512]: A5AF0457D8: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<xianfu@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id A5AF0457D8??for <xianfu@pmcmail.org>; Sun, 23 Oct 2022 20:43:11 +0000 (UTC)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:11.679",1,1,mtGVBoQBimM9HJ8c0sUq,"smtp-2022.10.23","-","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: A5AF0457D8: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: A5AF0457D8: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","220,267","SMTP_LOG","SMTP_LOG","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: A5AF0457D8: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: A5AF0457D8: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:11.677",1,1,mNGVBoQBimM9HJ8c0sUp,"smtp-2022.10.23","-","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","220,027","SMTP_LOG","SMTP_LOG","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:11.620",1,1,mdGVBoQBimM9HJ8c0sUq,"smtp-2022.10.23","-","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","219,808","SMTP_LOG","SMTP_LOG","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","Oct 23 20:43:11 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:04.046",1,1,jdGVBoQBimM9HJ8cxcXd,"smtp-2022.10.23","-","Oct 23 20:43:04 5a6cfb7a7ed3 postfix/anvil[1470]: statistics: max connection count 2 for (smtpd:192.168.0.3) at Oct 23 20:39:33","Oct 23 20:43:04 5a6cfb7a7ed3 postfix/anvil[1470]: statistics: max connection count 2 for (smtpd:192.168.0.3) at Oct 23 20:39:33","219,443","SMTP_LOG","SMTP_LOG","Oct 23 20:43:04 5a6cfb7a7ed3 postfix/anvil[1470]: statistics: max connection count 2 for (smtpd:192.168.0.3) at Oct 23 20:39:33","Oct 23 20:43:04 5a6cfb7a7ed3 postfix/anvil[1470]: statistics: max connection count 2 for (smtpd:192.168.0.3) at Oct 23 20:39:33",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:04.046",1,1,jNGVBoQBimM9HJ8cxcXc,"smtp-2022.10.23","-","Oct 23 20:43:04 5a6cfb7a7ed3 postfix/anvil[1470]: statistics: max connection rate 4/60s for (smtpd:192.168.0.3) at Oct 23 20:39:07","Oct 23 20:43:04 5a6cfb7a7ed3 postfix/anvil[1470]: statistics: max connection rate 4/60s for (smtpd:192.168.0.3) at Oct 23 20:39:07","219,242","SMTP_LOG","SMTP_LOG","Oct 23 20:43:04 5a6cfb7a7ed3 postfix/anvil[1470]: statistics: max connection rate 4/60s for (smtpd:192.168.0.3) at Oct 23 20:39:07","Oct 23 20:43:04 5a6cfb7a7ed3 postfix/anvil[1470]: statistics: max connection rate 4/60s for (smtpd:192.168.0.3) at Oct 23 20:39:07",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:43:04.046",1,1,jtGVBoQBimM9HJ8cxcXh,"smtp-2022.10.23","-","Oct 23 20:43:04 5a6cfb7a7ed3 postfix/anvil[1470]: statistics: max cache size 3 at Oct 23 20:38:24","Oct 23 20:43:04 5a6cfb7a7ed3 postfix/anvil[1470]: statistics: max cache size 3 at Oct 23 20:38:24","219,641","SMTP_LOG","SMTP_LOG","Oct 23 20:43:04 5a6cfb7a7ed3 postfix/anvil[1470]: statistics: max cache size 3 at Oct 23 20:38:24","Oct 23 20:43:04 5a6cfb7a7ed3 postfix/anvil[1470]: statistics: max cache size 3 at Oct 23 20:38:24",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 13:42:43.048",1,1,fdGVBoQBimM9HJ8cZMW4,"smtp-2022.10.23","-","Oct 23 20:42:43 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5","Oct 23 20:42:43 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5","218,970","SMTP_LOG","SMTP_LOG","Oct 23 20:42:43 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5","Oct 23 20:42:43 5a6cfb7a7ed3 postfix/sogo/smtpd[1511]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=0/1 commands=4/5",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
